"title","authors","year","publisher","abstract","url"
"The effects of generative ai on design fixation and divergent thinking","S Wadinambiarachchi, RM Kelly, S Pareek…","2024","ACM","… AI text generators can be used as a tool to define specific problems to solve and promote
convergent and divergent thinking [72] and have the potential to be used as a co-creative …","https://dl.acm.org/doi/abs/10.1145/3613904.3642919"
"A new method for training creativity: narrative as an alternative to divergent thinking","A Fletcher, M Benveniste","2022","Wiley","… in divergent thinking's logical partner: convergent thinking. A … in divergent thinking can boost
aptitude at divergent thinking … that computer AI can scale divergent thinking without scaling …","https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1111/nyas.14763"
"Divergent thinking is linked with convergent thinking; implications for models of creativity","BS Rawlings, D Chetwynd-Talbot, E Husband…","2025","Taylor & Francis","… The ability to colonise the planet, develop biomedicine, and invent artificial intelligence is a
… well on a measure of divergent thinking, our data suggests that convergent thinking is a key …","https://www.tandfonline.com/doi/abs/10.1080/13546783.2025.2485059"
"Using computer cognitive atlas to improve students' divergent thinking ability","N Man, K Wang, L Liu","2021","igi-global.com","Using Computer Cognitive Atlas to Improve Students' Divergent Thinking Ability: 10.4018/JOEUC.20211101.oa25: Human society has entered the era of intelligence. Social development in the era of intelligence has spawned a large number of intelligent applications.","https://www.igi-global.com/article/using-computer-cognitive-atlas-to-improve-students-divergent-thinking-ability/284952"
"Creativity support tools and convergent thinking: A preliminary review on idea evaluation and selection","A Rodrigues, D Cabral, PF Campos","2023","ACM","… divergent thinking has received particular attention in research over the past ten years. Studies
on convergent thinking … benefit from an update of AI methods through the implementation …","https://dl.acm.org/doi/abs/10.1145/3591196.3596821"
"Examining the idea density and semantic distance of responses given by AI to tests of divergent thinking","MA Runco, B Turkman, S Acar…","2025","Wiley","… Research suggests that generative AI (GAI) responds to divergent thinking (DT) prompts with
… Claims abound about the creativity of AI, especially in the popular press. Molik (2023), for …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.1528"
"[PDF] Team ns_nlp at the agentscen shared task: Structured ideation using divergent and convergent thinking","H Yoshiyasu","2025","aclanthology.org","… 2nd Work-shop on Agent AI for Scenario Planning - IJCAI 2025, as Team NS_ NLP. In this
study, we explore a method that combines divergent and convergent thinking in a stepwise …","https://aclanthology.org/2025.agentscen-1.5.pdf"
"[HTML] Individuals with high metacognitive ability are better at divergent and convergent thinking","L Jiang, C Yang, Z Pi, Y Li, S Liu, X Yi","2023","mdpi.com","Is metacognitive ability a predictor of creative performance? Previous studies have produced conflicting findings. To clarify whether this relationship exists, the current study used eye tracking techniques and vocal thinking reports to explore creativity differences in individuals with different levels of metacognitive ability. One hundred and twelve participants completed the Metacognitive Ability scale, and were divided into two groups (with thirty participants in each group) based on their metacognition scores (the highest and lowest 27% of metacognitive ability scores). Then, participants in both groups completed two creative thinking tasks (AUT and CCRAT) while their eye behaviors were recorded by eye tracking. The results showed that participants with high metacognitive ability were better at divergent thinking, as evidenced by greater fixation and saccade counts, as well as smaller saccade amplitudes in the AUT task. In addition, Bayesian analyses provide anecdotal evidence that participants with high metacognitive ability tended to be better at convergent thinking. Furthermore, eye tracking results demonstrated that they exhibited longer fixation duration and more fixation count on the materials in the CCRAT task. These findings reflect an important role of metacognition in creative thinking, especially in divergent thinking.","https://www.mdpi.com/2079-3200/11/8/162"
"Reconsidering divergent and convergent thinking in creativity–a neurophysiological index for the convergence-divergence continuum","V Eymann, AK Beck, T Lachmann…","2024","Taylor & Francis","… Are divergent thinking and convergent thinking distinct processes that are independently
used, … Recommended articles lists articles that we recommend and is powered by our AI driven …","https://www.tandfonline.com/doi/abs/10.1080/10400419.2024.2419751"
"Effect of Artificial Intelligence Convergence Education Using ChatGPT on Computational Thinking of High School Students in Korea.","SJ Hong, Y Lee, SW Kim","2024","search.ebscohost.com","… divergent thinking (brainstorming, mind mapping, SCAMPER, WHAT IF?, forced connection
method) and convergent thinking (… We utilized divergent and convergent thinking techniques …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20885334&AN=182563306&h=X1oysnLglAQHT%2FzQ4D2KvM5fBm2PkeGlDJR4AUpojcCk%2BMtLu3Fuk27lXqfFxJSoBN1OpKfWJW5cx247xHtNCw%3D%3D&crl=c"
"Divergent but not convergent thinking mediates the trait emotional intelligence-real-world creativity link: An empirical study","M Giancola, M Palmiero, S D'Amico","2024","Taylor & Francis","… The current research tests the mediating role of divergent thinking (DT) and convergent thinking
… Recommended articles lists articles that we recommend and is powered by our AI driven …","https://www.tandfonline.com/doi/abs/10.1080/10400419.2022.2092338"
"Divergent and convergent thinking across the schoolyears: A dynamic perspective on creativity development","P Eon Duval, A Frick…","2023","Wiley","… The results revealed dynamic developmental stages of convergent and divergent thinking. …
text and data mining and training of artificial intelligence technologies or similar technologies. …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.569"
"Creativity in mathematics performance: The role of divergent and convergent thinking","IC de Vink, RH Willemsen, AW Lazonder…","2022","Wiley","… verbal convergent thinking and verbal divergent thinking for … visual convergent thinking
and visual divergent thinking for … of artificial intelligence technologies or similar technologies. …","https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjep.12459"
"LiveIdeaBench: Evaluating LLMs' Divergent Thinking for Scientific Idea Generation with Minimal Context","K Ruan, X Wang, J Hong, P Wang, Y Liu…","2024","arXiv","While Large Language Models (LLMs) demonstrate remarkable capabilities in scientific tasks such as literature analysis and experimental design (e.g., accurately extracting key findings from papers or generating coherent experimental procedures), existing evaluation benchmarks primarily assess performance using rich contextual inputs. We introduce LiveIdeaBench, a comprehensive benchmark evaluating LLMs' scientific idea generation by assessing divergent thinking capabilities using single-keyword prompts. Drawing from Guilford's creativity theory, our benchmark employs a dynamic panel of state-of-the-art LLMs to assess generated ideas across five key dimensions: originality, feasibility, fluency, flexibility, and clarity. Through extensive experimentation with over 40 leading models across 1,180 keywords spanning 22 scientific domains, we reveal that the scientific idea generation capabilities measured by our benchmark, are poorly predicted by standard metrics of general intelligence. Our results demonstrate that models like QwQ-32B-preview achieve creative performance comparable to top-tier models such as claude-3.7-sonnet:thinking, despite significant gaps in their general intelligence scores. These findings highlight the need for specialized evaluation benchmarks for scientific idea generation and suggest that enhancing these idea generation capabilities in LLMs may require different training strategies than those used for improving general problem-solving abilities, potentially enabling a wider range of AI tools tailored for different stages of the scientific process.","https://arxiv.org/abs/2412.17596"
"Divergent and convergent thinking processes in smart cities: A systematic review of human-centered design practices","P Ahmadzai","2025","Elsevier/ScienceDirect","Cities worldwide are increasingly attempting to address social challenges by applying
innovative approaches, such as human-centered design (HCD). Generalized knowledge on how …","https://www.sciencedirect.com/science/article/pii/S0264275125000447"
"Augmenting divergent and convergent thinking in the ideation process: An LLM-based Agent System","L Fischer-Brandies, S Meierhöfer, D Protschky","2024","aisel.aisnet.org","Generative Artificial Intelligence (GenAI) in general and Large Language Models (LLMs) in particular have recently gained considerable attention in innovation management as a means to augment the generation of innovative ideas. While this trend seems to grow at an astonishing pace, knowledge of how to leverage the transformative potential of LLMs for the generation of new ideas remains scarce in the scientific literature. This poses a major challenge for organizations striving to channel the inherent capabilities of LLMs for idea generation in a meaningful and efficacious manner. Against this backdrop, we design and instantiate an artifact that augments divergent and convergent thinking in the ideation process with the help of LLMs (i.e., LLM-based agent systems) following the design science research paradigm. Based on the insights from ten evaluation interviews with subject matter experts, we conclude that the integration of our artifact into existing ideation processes is useful and applicable.","https://aisel.aisnet.org/ecis2024/track20_adoption/track20_adoption/13/"
"Using the divergent association task to measure divergent thinking in Chinese elementary school students","G Ding, Y He, K Yi, S Li","2024","Elsevier/ScienceDirect","… to measure an individual's divergent thinking. The test requires … indicate the person's level
of divergent thinking. In this study, … the DAT to measure divergent thinking in elementary school …","https://www.sciencedirect.com/science/article/pii/S1871187124000415"
"Enhancing creativity in music education through VR: development of convergent and divergent thinking","R Peng","2025","Taylor & Francis","… , nor is convergent and divergent thinking. Concurrently, there … strengthen their convergent
and divergent thinking skills under … and is powered by our AI driven recommendation engine. …","https://www.tandfonline.com/doi/abs/10.1080/10494820.2025.2472284"
"Using AI-enabled divergence and convergence patterns as a quantitative artifact in design education","M Chiu, WL Sim, N Mun, A Silva","2024","asmedigitalcollection.asme.org","… divergent and convergent thinking models is imperative in the process of creative problem-solving
(Fig. 1). Divergent thinking … problem, while convergent thinking involves the selection …","https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/146/3/032301/1192605"
"[CITATION] Artificial intelligence is more creative than humans: A cognitive science perspective on the current state of generative language models","K Hubert, KN Awa, D Zabelina","2023","N/A","","N/A"
"ChatGPT as a Competent Enough Judge in Validating Responses from a Divergent Thinking Task","H Kucwaj, B Kroczek","2025","escholarship.org","The validation of responses in divergent thinking tasks is a critical yet understandardized step that should precede creativity scoring. However, inconsistencies related to human judges in this step may compromise the reliability of the results. This study introduces a systematic approach using ChatGPT to validate responses in the Alternate Uses Task (AUT) and compares its performance against six human judges. Analyzing 1245 AUT responses for common objects, we evaluated validity based on precisely defined criteria. Human judges exhibited significant variability, achieving unanimous agreement for only 58% of responses, while ChatGPT demonstrated significant alignment with human assessments, reflecting a capacity to replicate aggregated human judgment. These findings underscore the potential of Large Language Models to enhance objectivity and reproducibility in creativity research by automating response validation. We advocate for integrating AI-driven validation protocols into divergent thinking response evaluation and emphasize transparent reporting of criteria to advance methodological rigor in the field.","https://escholarship.org/uc/item/0fs5t29x"
"Beyond Automation: How Designers Perceive AI as a Creative Partner in the Divergent Thinking Stages of UI/UX Design","A Khan, A Shokrizadeh, J Cheng","2025","ACM","… as a structured approach to capture both divergent and convergent thinking processes [2,
9]. … to be focused on divergent thinking, while the other two convergent thinking. Overall, this …","https://dl.acm.org/doi/abs/10.1145/3706598.3713500"
"Learner Model of Technology Education for AI Convergence Individualized Learning.","M Lim","2022","search.ebscohost.com","… type (VA), which enjoys divergent thinking and adventurous challenges, are maximized, but
… Intuitive learners' insightful tendencies meet the divergent thinking of the conception stage …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09769234&AN=160271187&h=gv6dNbAOaVQrgZqx5lsj35HKDrD05cp4IHcJFo2k%2BxpU%2BxwbJVcxOGYp0fBfWABgOXmthFIkwq5Fz%2Fg2QOka8A%3D%3D&crl=c"
"Neural Mechanisms of Collaborative Creative Thinking in Engineering Design: Human-Human Versus Human-AI Interaction","K Ueda, F Mikami, K Sato, K Koizumi, K Nagato…","2025","Springer","This study explores the neural mechanisms underpinning collaborative creative thinking in engineering design, focusing on comparisons between human-human and human-artificial intelligence (AI) interactions. Fourteen engineering students performed divergent thinking tasks under three experimental conditions: individual effort, collaboration with another human, and collaboration with a generative AI (GPT-4). The results demonstrated that collaboration, regardless of the partner type, significantly enhanced the usefulness of generated ideas compared to individual efforts, though originality scores remained consistent across conditions. Electroencephalography (EEG) analysis revealed distinct patterns of brain activation associated with collaborative processes. Collaboration with a human partner activated memory-related regions such as the temporal lobe and hippocampus, as well as the right parietotemporal junction, a region linked to cooperative behaviors. Notably, collaboration with AI further engaged the right dorsolateral prefrontal cortex, highlighting its role in cognitive flexibility. These findings suggest that AI collaboration fosters unique neural pathways that may facilitate adaptive thinking and problem-solving.","https://link.springer.com/chapter/10.1007/978-3-031-93718-7_21"
"“Who” is the best creative thinking partner? An experimental investigation of Human–Human, Human–Internet, and Human–AI co‐creation","M Tang, S Hofreiter, CH Werner…","2025","Wiley","… in a divergent phase to generate a broad array of ideas. This was followed by a convergent
… For simplicity, we estimated an overall divergent thinking (DT) performance score through …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.1519"
"Scaffolding Recursive Divergence and Convergence in Story Ideation","T Kim, M Kay, Y Sun, M Roemmele…","2025","arXiv","Human creative ideation involves both exploration of diverse ideas (divergence) and selective synthesis of explored ideas into coherent combinations (convergence). While processes of divergence and convergence are often interleaved and nested, existing AI-powered creativity support tools (CSTs) lack support for sophisticated orchestration of divergence and convergence. We present Reverger, an AI-powered CST that helps users ideate variations of conceptual directions for modifying a story by scaffolding flexible iteration between divergence and convergence. For divergence, our tool enables recursive exploration of alternative high-level directions for modifying a specific part of the original story. For convergence, it allows users to collect explored high-level directions and synthesize them into concrete variations. Users can then iterate between divergence and convergence until they find a satisfactory outcome. A within-subject study revealed that Reverger permitted participants to explore more unexpected and diverse high-level directions than a comparable baseline. Reverger users also felt that they had more fine-grained control and discovered more effort-worthy outcomes.","https://arxiv.org/abs/2507.03307"
"Divergent creativity in humans and large language models","A Bellemare-Pepin, F Lespinasse, P Thölke…","2024","arXiv","The recent surge of Large Language Models (LLMs) has led to claims that they are approaching a level of creativity akin to human capabilities. This idea has sparked a blend of excitement and apprehension. However, a critical piece that has been missing in this discourse is a systematic evaluation of LLMs' semantic diversity, particularly in comparison to human divergent thinking. To bridge this gap, we leverage recent advances in computational creativity to analyze semantic divergence in both state-of-the-art LLMs and a substantial dataset of 100,000 humans. We found evidence that LLMs can surpass average human performance on the Divergent Association Task, and approach human creative writing abilities, though they fall short of the typical performance of highly creative humans. Notably, even the top performing LLMs are still largely surpassed by highly creative individuals, underscoring a ceiling that current LLMs still fail to surpass. Our human-machine benchmarking framework addresses the polemic surrounding the imminent replacement of human creative labour by AI, disentangling the quality of the respective creative linguistic outputs using established objective measures. While prompting deeper exploration of the distinctive elements of human inventive thought compared to those of AI systems, we lay out a series of techniques to improve their outputs with respect to semantic diversity, such as prompt design and hyper-parameter tuning.","https://arxiv.org/abs/2405.13012"
"Effects of acute stress on divergent and convergent problem-solving","H Duan, X Wang, W Hu, J Kounios","2020","Taylor & Francis","… test of divergent thinking is the Alternative Uses Test (AUT) in which subjects must think of
as … Recommended articles lists articles that we recommend and is powered by our AI driven …","https://www.tandfonline.com/doi/abs/10.1080/13546783.2019.1572539"
"The other side of AI: Writing, thinking and creativity in an age of Artificial Intelligence","S Thurlow","2023","journal.aall.org.au","… Writing, thinking and creativity in an age of Artificial Intelligence The answers I provide are
primarily the result of convergent thinking, rather than divergent thinking. This is because my …","https://journal.aall.org.au/index.php/jall/article/view/943"
"FashionQ: an ai-driven creativity support tool for facilitating ideation in fashion design","Y Jeon, S Jin, PC Shih, K Han","2021","ACM","… facilitating divergent and convergent thinking and identify opportunities and challenges of
incorporating AI in … Here divergent thinking and convergent thinking comes into play [59, 60]. …","https://dl.acm.org/doi/abs/10.1145/3411764.3445093"
"Artificial fantasy: the effect of generative AI on cognitive empathy in creative problem solving","AA Karl, E Theophilou, D Hernández-Leo","2025","Springer","Cognitive empathy, the ability to imagine and anticipate the mental states of others, is a fundamental human ability, essential in design-thinking-based problem-solving. While conversational generative AI systems hold promise for enhancing human performance, their impact on cognitive processes remains underexplored. This study examines how such AI systems influence cognitive empathy in a higher education context. Twenty-two students from design-focused programs participated in creative problem-solving of a wicked societal problem, with half of the sample interacting with a conversational generative AI system. Using a mixed-method approach - comprising self-report surveys, interviews, and retrospective think-aloud protocols - this study reveals that AI-assisted solution generation may diminish internal thought processes and significantly affect the fantasy dimension of cognitive empathy. These insights are particularly relevant for researchers and practitioners advancing and applying human-AI collaboration in creative and educational contexts, highlighting implications for human creativity from the cognitive lens of fantasy.","https://link.springer.com/chapter/10.1007/978-3-031-98420-4_6"
"Divergent thinking and evaluative skill: A meta‐analysis","Y Guo, S Lin, S Acar, S Jin, X Xu…","2022","Wiley","… supplied by divergent thinking. Specifically, if a highly divergent thinker cannot accurately …
In this case, researchers have well studied convergent thinking and critical thinking, the two …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.539"
"[PDF] Augmented creativity: Leveraging artificial intelligence for idea generation in the creative sphere","M Griebel, C Flath, S Friesike","2020","scholar.archive.org","… artificial intelligence can assist designers. In divergent thinking, this would mean that artificial
intelligence … In convergent thinking, this would mean help in idea selection. The application …","https://scholar.archive.org/work/3xitiy4ev5h7hlkgwifbayx4ce/access/wayback/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1076&context=ecis2020_rip"
"Innovation in virtual teams: The critical role of anonymity across divergent and convergent thinking processes","J Baruah, K Green","2023","Wiley","… divergent thinking task of brainstorming, it significantly enhanced creativity in the convergent
thinking … proceed through multiple stages of convergent and divergent thinking processes. …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.603"
"[PDF] Investigating the Validity Evidence of Automated Scoring Methods for Divergent Thinking Assessments","J Saretzki, M Benedek","2025","osf.io","… Divergent thinking (DT) ability is a fundamental aspect of creativity, but its assessment
remains challenging by the reliance on effortful human ratings and persistent uncertainty …","https://osf.io/download/8n2cb"
"The (dis) pleasures of creativity: Spontaneous eye blink rate during divergent and convergent thinking depends on individual differences in positive and negative …","A De Rooij, RD Vromans","2020","Wiley","… divergent thinking task (divergent pleasant), or to proactively seek to achieve novelty by
divergent thinking … assigned to either the divergent thinking condition (N = 41) or the convergent …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.379"
"The paradox of creativity in generative AI: high performance, human-like bias, and limited differential evaluation","J Desdevises","2025","frontiersin.org","The paradox of creativity in generative AI: high performance, human-like bias, and limited differential evaluation","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1628486/abstract"
"Research on intelligent design tools to stimulate creative thinking","J Xu, CJ Chao, Z Fu","2020","Springer","With the development of artificial intelligence technology, AI has been more and more employed in the process of design, providing unlimited possibilities for future design tools. In order to promote AI technology to better assist design and meet the needs of non-professional designers who want to participate in design, we research on design tools with AI’s participation, based on the ‘double diamond’ design process model, combining reasonable design thinking processes and design tools. Taking the expansion stage of students’ thinking as the starting point, we use the WoZ method to conduct experiments and compare the different effects of AI’s assistants with different functions in different thinking stages. We explore what role AI should play in the design process and how strong it should interfere with the designers and put forward some ideas for future design tools.","https://link.springer.com/chapter/10.1007/978-3-030-49788-0_50"
"The controversial effect of age on divergent thinking abilities: A systematic review","G Fusi, S Lavolpe, M Crepaldi…","2021","Wiley","… Divergent thinking (DT) is considered as an indicator of creative potential and a predictor
of creative achievement. Furthermore, it is also conceptualized as an indicator of cognitive …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.461"
"Human‐AI Co‐Creativity: Does ChatGPT Make Us More Creative?","K Medeiros, DH Cropley, RL Marrone…","2025","Wiley","… The results of this study found no evidence of any difference in divergent thinking resulting
from either the source of priming (Human/ChatGPT) or from the level of creativity of the …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jocb.70022"
